id,book_title,book_author,book_genre,book_year,book_publisher,collection_name,collection_rank,book_star,vote_up,vote_down,image_link,amazon_link,goodreads,mega_download,torrent_download,post_text
101,The Last Englishman: Book 1,Keith Foskett,Biography & Memoir,1742,,,,,,,Cover not found,https://www.amazon.com/Last-Englishmen-Love-War-Empire/dp/1555978045,,,,
100,Winnie the Pooh and The Honey Tree,A. A. Milne,Childrens,1998,Golden Books,Childrens,1,,,,https://images-na.ssl-images-amazon.com/images/I/51xAnPkDHeL._SS500.jpg,https://www.amazon.com/Songs-Story-Winnie-Pooh-Honey/dp/B01LWPUUV7?keywords=Winnie+the+Pooh+and+The+Honey+Tree.mp3&qid=1540834759&s=Books&sr=8-1&ref=sr_1_1,https://www.goodreads.com/book/show/3296726-winnie-the-pooh-and-the-honey-tree,https://mega.nz/#F!yvoQTKCL!cHzM6YY3JU3b65OzxecnmA?W7J2SCAC,,
109,"On Origin of Species by Means of Natural Selection: or, The Preservation of Favored Races in the Struggle for Life",Charles Darwin,Science & Technology,2011,"Blackstone Audio, Inc.",Non-Fiction,48,,,,https://images-na.ssl-images-amazon.com/images/I/51ofbhyiw1L._SX342_.jpg,https://www.amazon.com/Origin-Species-Means-Natural-Selection/dp/B005U9H8FG/ref=sr_1_1?ie=UTF8&qid=1536666144&sr=1-1&keywords=On+the+Origin+of+Species+Charles+Darwin,https://www.goodreads.com/book/show/62555.On_Human_Nature,https://mega.nz/#F!yvoQTKCL!cHzM6YY3JU3b65OzxecnmA!W7pFBCgA,,
115,One fish Two Fish Red fish Blue Fish (New),Dr. Seuss,Childrens,1945,Random House,Childrens,,,,,https://images-na.ssl-images-amazon.com/images/I/51KjfLJ1jTL._SX342_.jpg,https://www.amazon.com/Cat-Hat-Other-Seuss-Favorites/dp/B000EBGCOI/ref=sr_1_2?ie=UTF8&qid=1540928050&sr=8-2&keywords=dr+seuss+audio+book,https://www.goodreads.com/book/show/7770.One_Fish_Two_Fish_Red_Fish_Blue_Fish,https://mega.nz/#F!yvoQTKCL!cHzM6YY3JU3b65OzxecnmA?Oz4XFYoJ,,
116,One Flew Over the Cuckoo's Nest,Ken Kesey,Classic Literature,1962,,,,,,,https://covers.openlibrary.org/b/id/9272688-L.jpg,,,,,
118,Oh the Thinks You Can Think,Dr. Seuss,Childrens,1945,Random House,Childrens,,,,,https://images-na.ssl-images-amazon.com/images/I/61ZL7wYZhqL._AC_US218_.jpg,https://www.amazon.com/Cat-Hat-Other-Seuss-Favorites/dp/B000EBGCOI/ref=sr_1_2?ie=UTF8&qid=1540928050&sr=8-2&keywords=dr+seuss+audio+book,https://www.goodreads.com/book/show/41757.Oh_the_Thinks_You_Can_Think_,https://mega.nz/#F!yvoQTKCL!cHzM6YY3JU3b65OzxecnmA?XmoVWQQD,,
131,Tao Te Ching ,Read by Jacob Needleman,Non-Fiction,1989,Vintage ,,,,,,https://images-na.ssl-images-amazon.com/images/I/51JxhDrfZIL._SX342_.jpg,https://www.amazon.com/Tao-Te-Ching/dp/B01LZDP6SI/ref=sr_1_9?keywords=Tao+Te+Ching&qid=1570400030&s=books&sr=1-9,https://www.goodreads.com/book/show/67896.Tao_Te_Ching?from_search=true,https://mega.nz/#F!i3RyGKqK!T33LTUYbh0gRK5EWqEmn6g,,
133,Yertle the Turtle,Dr. Seuss,Childrens,1945,Random House,Childrens,,,,,https://images-na.ssl-images-amazon.com/images/I/51Q5lUyhFiL._SX342_.jpg,https://www.amazon.com/Cat-Hat-Other-Seuss-Favorites/dp/B000EBGCOI/ref=sr_1_2?ie=UTF8&qid=1540928050&sr=8-2&keywords=dr+seuss+audio+book,https://www.goodreads.com/book/show/420404.Yertle_the_Turtle_and_Other_Stories,https://mega.nz/#F!yvoQTKCL!cHzM6YY3JU3b65OzxecnmA?r7xH1IyL,,
136,Learn How to Sing Speech Level,,Non-Fiction,,,,,,,,https://images-na.ssl-images-amazon.com/images/I/51X0PcJUt5L._AC_US218_.jpg,,https://www.goodreads.com/book/show/29477246-instant-voice-training,https://mega.nz/#F!yvoQTKCL!cHzM6YY3JU3b65OzxecnmA!PrxDhITI,,
139,Singing Success,UNK,Self-Help & Popular Psychology,2005,"Singing Success, Inc.",,,,,,https://images-na.ssl-images-amazon.com/images/I/51gKJKPPVuL._SX342_.jpg,https://www.amazon.com/Singing-Voice-Improvement-Guided-Meditation/dp/B079SKCXHH/ref=sr_1_1?ie=UTF8&qid=1540856687&sr=1-1&keywords=Singing+Success,https://www.goodreads.com/book/show/18681676-singing-success,https://mega.nz/#F!yvoQTKCL!cHzM6YY3JU3b65OzxecnmA?r2hThKzJ,,
140,Order of Time ,Carlo Rovelli,Science & Technology,2018,Penguin Audio,,,,,,https://images-na.ssl-images-amazon.com/images/I/513Ef2AyXYL._SX342_.jpg,https://www.amazon.com/Order-Time-Carlo-Rovelli/dp/073521610X,https://www.goodreads.com/book/show/35201488-l-ordine-del-tempo,https://mega.nz/#F!yvoQTKCL!cHzM6YY3JU3b65OzxecnmA!v3gEgKKD,,
151,The Ugly Duckling,Hans Christian Andersen ,Childrens,2008, Tantor Audio,,Childrens,,,,"https://images-na.ssl-images-amazon.com/images/I/51HyH3-LjSL._SX376_BO1,204,203,200_.jpg",https://www.amazon.com/Ugly-Duckling-Other-Stories-eBook/dp/1400158869?keywords=The+Ugly+Duckling.mp3&qid=1540834274&s=Books&sr=1-1-fkmrnull&ref=sr_1_fkmrnull_1,https://www.goodreads.com/book/show/122967.The_Ugly_Duckling,https://mega.nz/#F!yvoQTKCL!cHzM6YY3JU3b65OzxecnmA?OnAylaIa,,
154,The Cat in the Hat Comes Back,Dr. Seuss,Childrens,1945,Random House,Childrens,,,,,https://images-na.ssl-images-amazon.com/images/I/51WqJ4Y5aLL._SX342_.jpg,https://www.amazon.com/Cat-Hat-Other-Seuss-Favorites/dp/B000EBGCOI/ref=sr_1_2?ie=UTF8&qid=1540928050&sr=8-2&keywords=dr+seuss+audio+book,https://www.goodreads.com/book/show/667234.The_Cat_in_the_Hat_Comes_Back,https://mega.nz/#F!yvoQTKCL!cHzM6YY3JU3b65OzxecnmA?e7wDVarD,,
160,Twas The Night Before Christmas,"Clement C. Moore
Matt Tavares",Childrens,2006,Candlewick Press ,Childrens,,,,,https://images-na.ssl-images-amazon.com/images/I/61VC27rEuJL._SS500.jpg,https://www.amazon.com/Twas-Night-Before-Christmas-Liberace/dp/B000S9DM3A?keywords=Twas+The+Night+Before+Christmas.mp3&qid=1540834535&s=Books&sr=8-1&ref=sr_1_1,https://www.goodreads.com/book/show/22109862-twas-the-night-before-christmas-on-sesame-street,https://mega.nz/#F!yvoQTKCL!cHzM6YY3JU3b65OzxecnmA?vuIGXQBI,,
163,Fox in Socks,Dr. Seuss,Childrens,1945,Random House,Childrens,3,,,,https://images-na.ssl-images-amazon.com/images/I/51CDMBtlLgL._AC_US218_.jpg,https://www.amazon.com/Cat-Hat-Other-Seuss-Favorites/dp/B000EBGCOI/ref=sr_1_2?ie=UTF8&qid=1540928050&sr=8-2&keywords=dr+seuss+audio+book,https://www.goodreads.com/book/show/105551.Fox_in_Socks,https://mega.nz/#F!yvoQTKCL!cHzM6YY3JU3b65OzxecnmA?CnAlxQRC,,
166,The Three Little Pigs,"Jon Scieszka
Lane Smith",Childrens,1996,Puffin Books ,Childrens,,,,,"https://images-na.ssl-images-amazon.com/images/I/31Nn6A-M60L._BO1,204,203,200_.jpg",https://www.amazon.com/Park-Primary-English-Story-download/dp/7544618870?keywords=The+Three+Little+Pigs.mp3&qid=1540834169&s=Books&sr=1-1-fkmrnull&ref=sr_1_fkmrnull_1,https://www.goodreads.com/book/show/125507.The_True_Story_of_the_3_Little_Pigs,https://mega.nz/#F!yvoQTKCL!cHzM6YY3JU3b65OzxecnmA?rmQ2TQZZ,,
173,Human Superorganism How the Microbiome ,Rodney Dietert PhD,Science & Technology,2016,Penguin Audio,,,,,,https://images-na.ssl-images-amazon.com/images/I/41vbyY-D7GL._SX342_.jpg,https://www.amazon.com/Human-Superorganism-Microbiome-Revolutionizing-Pursuit/dp/1101983906,https://www.goodreads.com/book/show/27774720-the-human-superorganism,https://mega.nz/#F!yvoQTKCL!cHzM6YY3JU3b65OzxecnmA!HyhmyYyI,,
178,The Cat in the Hat,Dr. Seuss,Childrens,1945,Random House,Childrens,,,,,"https://images-na.ssl-images-amazon.com/images/I/81drfTT9ZfL._AC_UL320_SR232,320_.jpg",https://www.amazon.com/Cat-Hat-Other-Seuss-Favorites/dp/B000EBGCOI/ref=sr_1_2?ie=UTF8&qid=1540928050&sr=8-2&keywords=dr+seuss+audio+book,https://www.goodreads.com/book/show/233093.The_Cat_in_the_Hat,https://mega.nz/#F!yvoQTKCL!cHzM6YY3JU3b65OzxecnmA?Kyhj1SQA,,
181,The Three Billy Goats Gruff,Hans Christian Andersen,Childrens,2012,Audible Studios ,Childrens,,,,,https://images-na.ssl-images-amazon.com/images/I/51w9eCDur8L._SX342_.jpg,https://www.amazon.com/Three-Billy-Goats-Gruff-Stories/dp/B009LDPHXM?keywords=The+Three+Billy+Goats+Gruff.mp3&qid=1540833655&s=Books&sr=1-1-fkmrnull&ref=sr_1_fkmrnull_1,https://www.goodreads.com/book/show/789559.The_Three_Billy_Goats_Gruff,https://mega.nz/#F!yvoQTKCL!cHzM6YY3JU3b65OzxecnmA?PmIETKKA,,
184,Kitchener,George Orwell,Classic Literature ,2010,Atria Books,George Orwell,5,,,,http://images.amazon.com/images/P/0094803404._PE30_PI_SCMZZZZZZZ_.jpg,https://www.amazon.com/Kitchener-John-Pollock/dp/0094803404/ref=sr_1_8?keywords=Kitchener&qid=1568912224&s=books&sr=1-8,https://www.goodreads.com/book/show/9648.Keep_the_Aspidistra_Flying,https://mega.nz/#F!yvoQTKCL!cHzM6YY3JU3b65OzxecnmA!3zA3QYbB,,
187,Peter And The Wolf,Sergei Prokofiev ,Childrens,2011,Brilliance Audio,Childrens,,,,,https://images-na.ssl-images-amazon.com/images/I/61Kuisil6-L._SX342_.jpg,https://www.amazon.com/Peter-and-the-Wolf/dp/B005O5KCMC?keywords=Peter+And+The+Wolf.mp3&qid=1540832985&s=Books&sr=1-2-fkmrnull&ref=sr_1_fkmrnull_2,https://www.goodreads.com/book/show/1746831.Peter_and_the_Wolf,https://mega.nz/#F!yvoQTKCL!cHzM6YY3JU3b65OzxecnmA?SmZWna5b,,
188,Awakened Family A Revolution in Parenting ,Shefali Tsabary,Parenting ,2016,Penguin Audio,Parenting ,12,,,,https://images-na.ssl-images-amazon.com/images/I/51-rKLJsZkL._SX342_.jpg,https://www.amazon.com/Awakened-Family-Empowered-Resilient-Conscious/dp/0399563970,https://www.goodreads.com/book/show/27246120-the-awakened-family,https://mega.nz/#F!yvoQTKCL!cHzM6YY3JU3b65OzxecnmA!Hjhi0YRQ,,
189,Philosophy and Human Values - Nietzsche and the Post-Modern Condition - The Self Under Siege: Philosophy in the Twentieth Century,Rick Roderick,Philosophy,Year not found,,,,,,,Cover not found,https://www.amazon.com/Coddling-American-Mind-Intentions-Generation/dp/0735224897,,,,
202,Buddhism the Religion of No-Religion (Alan Watts Love Of Wisdom),Alan Watts,Non-Fiction,1978,Tuttle Publishing,,,,,,"https://images-na.ssl-images-amazon.com/images/I/41JBzdHtCIL._SX278_BO1,204,203,200_.jpg",https://www.amazon.com/Buddhism-Religion-No-Religion-Watts-Wisdom/dp/080483203X/ref=sr_1_1?s=books&ie=UTF8&qid=1536666069&sr=8-1&keywords=Buddhism+Religion+of+No+Religion+Alan+Watts,https://www.goodreads.com/book/show/60547.Buddhism,https://mega.nz/#F!yvoQTKCL!cHzM6YY3JU3b65OzxecnmA!3jhxHapC,,
205,The Jungle Book,Rudyard Kipling ,Childrens,2015,Trout Lake Media ,Childrens,,,,,https://images-na.ssl-images-amazon.com/images/I/61VEqjrWlfL._SX342_.jpg,https://www.amazon.com/The-Jungle-Book/dp/B00YU1R2VU?keywords=The+Jungle+Book.mp3&qid=1540833310&s=Books&sr=1-1&ref=sr_1_1,https://www.goodreads.com/book/show/77270.The_Jungle_Book,https://mega.nz/#F!yvoQTKCL!cHzM6YY3JU3b65OzxecnmA?njZ0XQSa,,
208,Grimm's Fairy Tale,The Brothers Grimm,Childrens,2018,Dreamscape Media,,Childrens,,,,"https://images-na.ssl-images-amazon.com/images/I/41H7GpyQndL._SY424_BO1,204,203,200_.jpg",https://www.amazon.com/Grimms-Fairy-Tales-Brothers-Grimm/dp/1974914542?keywords=Grimm%27s+Fairy+Tale.mp3&qid=1540832099&s=Books&sr=8-8&ref=sr_1_8,https://www.goodreads.com/book/show/19351490-grimm-s-fairy-tales,https://mega.nz/#F!yvoQTKCL!cHzM6YY3JU3b65OzxecnmA?WvI0GCLZ,,
213,The Longest Winter ,Alex Kershaw,Non-Fiction,2004,Da Capo Press,,,,,,http://images.amazon.com/images/P/1619020130._PE30_PI_SCMZZZZZZZ_.jpg,https://www.amazon.com/Longest-Winter-Scotts-Other-Heroes/dp/1619020130/ref=sr_1_15?keywords=The+Longest+Winter&qid=1570399802&s=books&sr=1-15,https://www.goodreads.com/book/show/31063912-the-longest-winter?from_search=true,https://mega.nz/#F!zyIUQA7I!VoRMX2EYnllvN9KeTwboJw,,
217,The Tortoise and the Hare,Jerry Pinkney,Childrens,2013,"Little, Brown Books for Young Readers ",Childrens,,,,,"https://images-na.ssl-images-amazon.com/images/I/31JM%2BlsMggL._BO1,204,203,200_.jpg",https://www.amazon.com/15-Park-Primary-English-story/dp/7544618927?keywords=The+Tortoise+and+the+Hare.mp3&qid=1540834226&s=Books&sr=1-1-fkmrnull&ref=sr_1_fkmrnull_1,https://www.goodreads.com/book/show/1983769.The_Tortoise_and_the_Hare,https://mega.nz/#F!yvoQTKCL!cHzM6YY3JU3b65OzxecnmA?PmBSBaCA,,
218,The Toyota Way to Lean Leadership: Achieving and Sustaining Excellence Through Leadership Development,Jeffrey Liker and Gary L Convis,Finance & Business,2011,,,,,,,Cover not found,https://www.amazon.com/Toyota-Way-Lean-Leadership-Development/dp/0071780785,,,,
220,Hansel & Gretel,Brothers Grimm,Childrens,2013,Spoken Realms,Childrens,,,,,https://images-na.ssl-images-amazon.com/images/I/61A0ChOlIYL._SX342_.jpg,https://www.amazon.com/Hansel-and-Gretel/dp/B00EVP3IF4?keywords=Hansel+%26+Gretel&qid=1540832479&s=Books&sr=1-1&ref=sr_1_1,https://www.goodreads.com/book/show/30254773-hansel-and-gretel,https://mega.nz/#F!yvoQTKCL!cHzM6YY3JU3b65OzxecnmA?KzRmTSKI,,
222,Happy ,Darren Brown,Self-Help & Popular Psychology,2015,Flatiron Books,Hypnosis,4,,4,,http://images.amazon.com/images/P/098720579X._PE30_PI_SCMZZZZZZZ_.jpg,https://www.amazon.com/Being-Happy-Andrew-Matthews/dp/098720579X/ref=sr_1_6?keywords=Happy&qid=1570399741&s=books&sr=1-6,https://www.goodreads.com/book/show/23848559-furiously-happy?from_search=true,https://mega.nz/#F!XioUyQgb!IF1VQjoyqz6YokiIIGsQFQ,, 
223,Winnie The Pooh and the Hefalump,A. A. Milne,Childrens,2003,Bother! LA Production ,Childrens,6,,,,https://images-na.ssl-images-amazon.com/images/I/51Q9J6dhL-L._SX342_.jpg,https://www.amazon.com/Winnie-Pooh-Milnes-Classics/dp/B0006IU46Q?keywords=Winnie+The+Pooh+and+the+Hefalump.mp3&qid=1540834679&s=Books&sr=1-1-fkmr0&ref=sr_1_fkmr0_1,https://www.goodreads.com/book/show/26698583-winnie-the-pooh-and-the-heffalump,https://mega.nz/#F!yvoQTKCL!cHzM6YY3JU3b65OzxecnmA?77Rw2SSS,,
229,Goldilocks & the Three Bears,Caralyn Buehner ,Childrens,2012,Balzer + Bray,Childrens,8,,,,https://images-na.ssl-images-amazon.com/images/I/51dzdpWGI2L._SX342_.jpg,https://www.amazon.com/Goldilocks-and-the-Three-Bears/dp/B079VNRGJD?crid=AMJUTBTBARUZ&keywords=goldilocks+and+the+three+bears&qid=1540832032&s=Books&sprefix=Goldilocks+%26+the+Three+Bea+rs.mp3%2Caudible%2C429&sr=1-1&ref=sr_1_1,https://www.goodreads.com/book/show/1744764.Goldilocks_and_the_Three_Bears,https://mega.nz/#F!yvoQTKCL!cHzM6YY3JU3b65OzxecnmA?vqJEAIYQ,,
238,Hop on Pop,Dr. Seuss,Childrens,1945,Random House,Childrens,10,,,,https://images-na.ssl-images-amazon.com/images/I/51WA7QjrD1L._AC_US218_.jpg,https://www.amazon.com/Cat-Hat-Other-Seuss-Favorites/dp/B000EBGCOI/ref=sr_1_2?ie=UTF8&qid=1540928050&sr=8-2&keywords=dr+seuss+audio+book,https://www.goodreads.com/book/show/206962.Hop_On_Pop,https://mega.nz/#F!yvoQTKCL!cHzM6YY3JU3b65OzxecnmA?brpXiQiK,,
247,The Lorax,Dr. Seuss,Childrens,1945,Random House,Childrens,11,,10,,https://images-na.ssl-images-amazon.com/images/I/51gCt0XyNWL._SX342_.jpg,https://www.amazon.com/Cat-Hat-Other-Seuss-Favorites/dp/B000EBGCOI/?tag=audiobookre03-20,https://www.goodreads.com/book/show/7784.The_Lorax,https://mega.nz/#F!yvoQTKCL!cHzM6YY3JU3b65OzxecnmA?n3J3zIBZ,,
250,Ender's Game,Orson Scott Card,Science Fiction,1985,Macmillan Audio,Science Fiction,4,,,,https://images-na.ssl-images-amazon.com/images/I/51%2B1PNQIB%2BL._SX342_.jpg,https://www.amazon.com/Enders-Game-Special-20th-Anniversary/dp/B00006JMD2/ref=sr_1_1/143-6956392-4084409?ie=UTF8&qid=1536744331&sr=1-1&keywords=Ender%27s+Game+Orson+Scott+Card,https://www.goodreads.com/book/show/375802.Ender_s_Game,https://mega.nz/#F!yvoQTKCL!cHzM6YY3JU3b65OzxecnmA!OzRlXIzA,magnet:?xt=urn:btih:66f33a84a7320bcdb896feab93936fe73f73868d&dn=The+Top+100+Sci-Fi+Audiobooks+++%281-25%29&tr=udp%3A%2F%2Ftracker.leechers-paradise.org%3A6969&tr=udp%3A%2F%2Fzer0day.ch%3A1337&tr=udp%3A%2F%2Fopen.demonii.com%3A1337&tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969&tr=udp%3A%2F%2Fexodus.desync.com%3A6969,
253,Valis,Philip K. Dick,Science Fiction,1981,Brilliance Audio,Science Fiction,93,,,,https://images-na.ssl-images-amazon.com/images/I/51m0qR50mFL._SX342_.jpg,https://www.amazon.com/Valis/dp/B014A7OF0Y/ref=sr_1_1?ie=UTF8&qid=1536744425&sr=1-1&keywords=VALIS+Philip+K+Dick,https://www.goodreads.com/book/show/216377.VALIS,https://mega.nz/#F!yvoQTKCL!cHzM6YY3JU3b65OzxecnmA!X7BzFaDS,magnet:?xt=urn:btih:66f33a84a7320bcdb896feab93936fe73f73868d&dn=The+Top+100+Sci-Fi+Audiobooks+++%281-25%29&tr=udp%3A%2F%2Ftracker.leechers-paradise.org%3A6969&tr=udp%3A%2F%2Fzer0day.ch%3A1337&tr=udp%3A%2F%2Fopen.demonii.com%3A1337&tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969&tr=udp%3A%2F%2Fexodus.desync.com%3A6969,
254,Value Stream Mapping: How to Visualize Work and Align Leadership for Organizational Transformation,Karen Martin and Mike Osterling,Finance & Business,2013,,,,,,,https://covers.openlibrary.org/b/id/9023835-L.jpg,https://www.amazon.com/Value-Stream-Mapping-Organizational-Transformation/dp/0071828915,,,,
255,"Van Gogh, The Life ",Steven Naifeh and Gregory White Smith,Biography & Memoir,2012,Random House ,,,,,,/covers/61XxINN60zL._SX342_.jpg,https://www.amazon.com/Van-Gogh-The-Life/dp/B07S1QM86K/ref=sr_1_1?keywords=Van+Gogh%2C+The+Life&qid=1570399735&s=books&sr=1-1,https://www.goodreads.com/book/show/230637.Vincent_Van_Gogh?from_search=true,https://mega.nz/#F!ezAURSAL!5_XS_njKp-9VGPvw56NDtw,,
256,The Prince and the Pauper ,Mark Twain,Classic Literature ,1882,CreateSpace Independent Publishing Platform, Mark Twain,4,,,,"https://images-na.ssl-images-amazon.com/images/I/41zIM864HyL._SX398_BO1,204,203,200_.jpg",https://www.amazon.com/Prince-Pauper-Twain-historical-fiction/dp/154530047X/ref=sr_1_1?s=books&ie=UTF8&qid=1540817879&sr=8-1&keywords=The+Prince+and+the+Pauper+-+Mark+Twain+-+1882%09Mark+Twain,https://www.goodreads.com/book/show/62446.The_Prince_and_the_Pauper,https://mega.nz/#F!yvoQTKCL!cHzM6YY3JU3b65OzxecnmA!yuhHHICA,,
259,Theory Of Everything,Stephen Hawking,Science & Technology,2009,Phoenix Books,Physics,13,,,,https://images-na.ssl-images-amazon.com/images/I/611i5bvBAML._SX342_.jpg,https://www.amazon.com/Theory-Everything-Origin-Fate-Universe/dp/B002LL0OQ6/ref=sr_1_1?ie=UTF8&qid=1540829928&sr=1-1&keywords=Theory+Of+Everything%09Stephen+Hawking,https://www.goodreads.com/book/show/449573.The_Theory_of_Everything,https://mega.nz/#F!yvoQTKCL!cHzM6YY3JU3b65OzxecnmA!WuQRBShC,,
260,They Call Me Baba Booey,Gary Dell'Abate,Biography & Memoir,2010,,,,,,,https://covers.openlibrary.org/b/id/6666033-L.jpg,https://www.amazon.com/They-Call-Me-Baba-Booey/dp/0812981898,,,,
261,Things Fall Apart,Chinua Achebe,Classic Literature,1958,,,,,,,https://covers.openlibrary.org/b/id/12816943-L.jpg,https://www.amazon.com/Things-Fall-Apart-Chinua-Achebe/dp/0385474547,,,,
265,Benjamin Franklin: An American Life,Walter Isaacson,Biography & Memoir,2011,Simon & Schuster Audio,,,,,,/covers/61zcpKItWZL._SX342_.jpg,https://www.amazon.com/Benjamin-Franklin-An-American-Life/dp/B004VLETYM/ref=sr_1_1?ie=UTF8&qid=1536666063&sr=1-1&keywords=Benjamin+Franklin,https://www.goodreads.com/book/show/10883.Benjamin_Franklin,https://mega.nz/#F!yvoQTKCL!cHzM6YY3JU3b65OzxecnmA!HzJSQQpS,,
266,Bentley Little - Collected Works,Bentley Little,Thriller,1853,,,,,,,https://covers.openlibrary.org/b/id/5737854-L.jpg,https://www.amazon.com/Collection-Bentley-Little/dp/1587674661,,,,
268,"Stealing Fire: How Silicon Valley, the Navy SEALs, and Maverick Scientists Are Revolutionizing the Way We Live and Work",Steven Kotler,Non-Fiction,2017,HarperAudio,,,,,,https://images-na.ssl-images-amazon.com/images/I/51C4gsxny-L._SX342_.jpg,https://www.amazon.com/Stealing-Fire-Maverick-Scientists-Revolutionizing/dp/B01N2HREQU/ref=sr_1_1?ie=UTF8&qid=1536666167&sr=1-1&keywords=Stealing+Fire+Steven+Kotler+and+Jamie+Wheal,https://www.goodreads.com/book/show/30317415-stealing-fire,https://mega.nz/#F!yvoQTKCL!cHzM6YY3JU3b65OzxecnmA!T7ozRKDa,,
270,Stock Market Secrets Your Broker Won't Tell You ,Robbins Eker Kiyosaki Proctor,Finance & Business,,,Investing,24,,,,/covers/51eFiSjLHIL._SX260_.jpg,https://www.amazon.com/Little-Black-Stock-Market-Secrets-ebook/dp/B06XF886DH/ref=sr_1_fkmr1_1?keywords=Stock+Market+Secrets+Your+Broker+Won%27t+Tell+You&qid=1568912418&s=books&sr=1-1-fkmr1,https://www.goodreads.com/book/show/15834124-the-stock-market-secret-profits?from_search=true,https://mega.nz/#F!On4wRIpZ!VuqjONew6_kN-g-vgzRXNA,,
274,How Democracies Die: What History Reveals About Our Future,Steven Levitsky,History & Politics,2018,Penguin Books Ltd,Non-Fiction,51,,,,https://images-na.ssl-images-amazon.com/images/I/61klFtPZI4L._SX342_.jpg,https://www.amazon.com/How-Democracies-Die-History-Reveals/dp/B078YXSXDD/ref=sr_1_fkmr0_1?ie=UTF8&qid=1536668903&sr=1-1-fkmr0&keywords=How+Democracies+Die+Steven+Levitsky.m4b,https://www.goodreads.com/book/show/35356384-how-democracies-die,https://mega.nz/#F!yvoQTKCL!cHzM6YY3JU3b65OzxecnmA!2r5G0QyD,,
277,The Elephant in the Brain Hidden Motives in Everyday Life,Kevin Simler,Self-Help & Popular Psychology,2008,Tantor Audio,,,,,,https://images-na.ssl-images-amazon.com/images/I/41fEeQG1lXL.jpg,https://www.amazon.com/Elephant-Brain-Hidden-Motives-Everyday/dp/B07H8K4G9G/ref=sr_1_1?ie=UTF8&qid=1538887781&sr=1-1&keywords=The+Elephant+in+the+Brain+Hidden+Motives+in+Everyday+Life,https://www.goodreads.com/book/show/28820444-the-elephant-in-the-brain,https://mega.nz/#F!yvoQTKCL!cHzM6YY3JU3b65OzxecnmA!WzhwCY4D,,
280,American Sniper,Chris Kyle,Non-Fiction,2008,HarperAudio,,,,,,https://images-na.ssl-images-amazon.com/images/I/51nIa68BsTL._SX342_.jpg,https://www.amazon.com/American-Sniper-Autobiography-Military-History/dp/B006ST49K4/ref=sr_1_1?ie=UTF8&qid=1538887787&sr=1-1&keywords=American+Sniper+Chris+Kyle,https://www.goodreads.com/book/show/19005169-the-life-of-an-american-sniper-chris-kyle,https://mega.nz/#F!yvoQTKCL!cHzM6YY3JU3b65OzxecnmA!GyoRCAKT,,
283,Macbeth,William Shakespeare,Classic Literature ,2014,Simon & Schuster Audio ,William Shakespeare,1,,,,https://images-na.ssl-images-amazon.com/images/I/61Z1fGqTHLL._SX342_.jpg,https://www.amazon.com/Macbeth-Fully-Dramatized-Audio-Edition/dp/B00L4B64G8/ref=sr_1_1?ie=UTF8&qid=1540834861&sr=1-1&keywords=Macbeth%09William+Shakespeare,https://www.goodreads.com/book/show/2854318-macbeth-william-shakespeare,https://mega.nz/#F!yvoQTKCL!cHzM6YY3JU3b65OzxecnmA!ivZhiS5a,,
284,Machine Learning: A Comprehensive Step-by-Step Guide to Learning and Understanding Machine Learning Concepts,Peter Bradley,Programming & Data Science,2018,,,,,,,Cover not found,Amazon link not found,,,,
286,"I, Robot ",Isaac Asimov ,Science Fiction,2004,Spectra ,Science Fiction,10,,,,"https://images-na.ssl-images-amazon.com/images/I/51sPGx0AuEL._SX331_BO1,204,203,200_.jpg",https://www.amazon.com/I-Robot/dp/B0002P0F2G/ref=sr_1_1?ie=UTF8&qid=1540927746&sr=1-1&keywords=i%2C+robot,https://www.goodreads.com/book/show/41804.I_Robot,https://mega.nz/#F!yvoQTKCL!cHzM6YY3JU3b65OzxecnmA!uyBxgSCK,,
288,The Peregrine,J. A. Baker ,Non-Fiction,2020,Dutton Books for Young Readers,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1572297878l/41556894._SY475_.jpg,https://www.goodreads.com/book/show/41556894-the-conference-of-the-birds?from_search=true&from_srp=true&qid=wQbRYr0OgA&rank=1,https://www.goodreads.com/book/show/41556894-the-conference-of-the-birds?from_search=true&from_srp=true&qid=koS1yX3NZT&rank=1,https://mega.nz/folder/PyBSwQwY#uHkGKfwOPbY7bEiIIBF8Qw,,
